Name,Rarity,Price
Medicham V (Full Art),Ultra Rare,$4.65 
Milotic,Rare,$0.14 
Nickit,Common,$0.04 
Noivern V (Alternate Full Art),Ultra Rare,$31.69 
Nuzleaf,Uncommon,$0.04 
Petilil,Common,$0.04 
Pinsir,Rare,$0.08 
Pumpkaboo,Common,$0.07 
Raichu,Holo Rare,$0.49 
Raihan (Full Art),Ultra Rare,$16.34 
Rapid Strike Scroll of the Flying Dragon,Uncommon,$0.03 
Rayquaza V (Alternate Full Art),Ultra Rare,$82.09 
Rayquaza VMAX,Ultra Rare,$8.36 
Rayquaza VMAX (Secret),Secret Rare,$42.70 
Regieleki,Holo Rare,$0.27 
Ribbon Badge,Uncommon,$0.04 
Roggenrola,Common,$0.05 
Rufflet,Common,$0.03 
Salamence,Holo Rare,$0.50 
Scraggy,Common,$0.02 
Seismitoad,Rare,$0.09 
Shelgon,Uncommon,$0.05 
Shopping Center,Uncommon,$0.07 
Skiploom,Uncommon,$0.05 
Slakoth,Common,$0.02 
Snow Leaf Badge,Uncommon,$0.04 
Stormy Mountains,Uncommon,$0.11 
Stoutland,Rare,$0.10 
Suicune V (Full Art),Ultra Rare,$12.60 
Switching Cups,Uncommon,$0.05 
Sylveon V,Ultra Rare,$1.73 
Sylveon V (Full Art),Ultra Rare,$16.51 
Sylveon VMAX (Alternate Art Secret),Secret Rare,$121.51 
Talonflame,Rare,$0.11 
Tentacool,Common,$0.03 
Thievul,Rare,$0.11 
Toy Catcher (Secret),Secret Rare,$5.50 
Trevenant V,Ultra Rare,$0.95 
Trevenant VMAX,Ultra Rare,$1.93 
Tropius,Rare,$0.08 
Tympole,Common,$0.02 
Umbreon V (Alternate Full Art),Ultra Rare,$85.36 
Umbreon VMAX,Ultra Rare,$10.71 
Umbreon VMAX (Secret),Secret Rare,$40.03 
Vaporeon V (Full Art),Ultra Rare,$16.02 
Victini,Holo Rare,$0.30 
Volcarona V,Ultra Rare,$1.73 
Wishiwashi,Rare,$0.09 
Woobat,Common,$0.03 
Zinnia's Resolve (Full Art),Ultra Rare,$6.99 
Zoroark,Holo Rare,$0.46 
Zweilous,Uncommon,$0.05 
Ampharos,Rare,$0.13 
Applin,Common,$0.04 
Arctovish V (Full Art),Ultra Rare,$3.18 
Aroma Lady (Full Art),Ultra Rare,$12.07 
Avalugg,Uncommon,$0.04 
Bergmite,Common,$0.03 
Boost Shake,Uncommon,$0.10 
Braviary,Uncommon,$0.04 
Chinchou,Common,$0.03 
Code Card - Eevee Evolutions Tin [Jolteon V],Code Card,$1.37 
Code Card - Evolving Skies 3 Pack Blister [Eiscue],Code Card,$0.21 
Code Card - Evolving Skies Booster Pack,Code Card,$0.08 
Code Card - Evolving Skies Elite Trainer Box [Jolteon/Flareon/Umbreon/Leafeon],Code Card,$0.21 
Code Card - Evolving Skies Pokemon Center Elite Trainer Box [Jolteon/Flareon/Umbreon/Leafeon],Code Card,$2.96 
Code Card - Evolving Skies Premium Checklane Blister [Houndoom],Code Card,$0.28 
Code Card - Evolving Skies Premium Checklane Blister [Octillery],Code Card,$0.47 
Code Card - Evolving Skies Single Pack Blister [Galarian Slowpoke],Code Card,$0.15 
Code Card - Mewtwo V-UNION Special Collection,Code Card,$1.97 
Copycat,Uncommon,$0.03 
Copycat (Secret),Secret Rare,$7.58 
Crustle,Uncommon,$0.06 
Crystal Cave,Uncommon,$0.12 
Cutiefly,Common,$0.04 
Deino,Common,$0.05 
Digging Gloves,Uncommon,$0.03 
Dracozolt V (Full Art),Ultra Rare,$4.80 
Dracozolt VMAX (Secret),Secret Rare,$7.63 
Dragonite V (Full Art),Ultra Rare,$16.48 
Dream Ball,Uncommon,$0.03 
Duraludon V,Ultra Rare,$1.13 
Duraludon V (Full Art),Ultra Rare,$5.13 
Duraludon VMAX (Alternate Art Secret),Secret Rare,$29.72 
Dwebble,Common,$0.03 
Eiscue,Uncommon,$0.04 
Elemental Badge,Uncommon,$0.10 
Entei,Holo Rare,$0.34 
Espeon V (Alternate Full Art),Ultra Rare,$56.00 
Espeon VMAX,Ultra Rare,$4.87 
Flaaffy,Uncommon,$0.14 
Flapple,Rare,$0.13 
Flareon VMAX,Ultra Rare,$3.43 
Fletchling,Common,$0.03 
Florges,Holo Rare,$0.25 
Full Face Guard,Uncommon,$0.07 
Galarian Articuno,Holo Rare,$0.46 
Galarian Zapdos,Holo Rare,$0.47 
Garbodor V (Full Art),Ultra Rare,$4.16 
Garbodor VMAX (Secret),Secret Rare,$5.93 
Glaceon V,Ultra Rare,$1.78 
Glaceon V (Full Art),Ultra Rare,$14.94 
Glaceon VMAX (Alternate Art Secret),Secret Rare,$134.94 
Golduck,Uncommon,$0.04 
Golurk V (Alternate Full Art),Ultra Rare,$18.65 
Gordie,Uncommon,$0.06 
Gordie (Secret),Secret Rare,$4.93 
Gourgeist,Rare,$0.09 
Gyarados V (Full Art),Ultra Rare,$9.80 
Gyarados VMAX (Secret),Secret Rare,$24.29 
Hippopotas,Common,$0.03 
Hitmonchan,Common,$0.04 
Hydreigon,Holo Rare,$0.34 
Inteleon (Secret),Secret Rare,$23.37 
Jolteon VMAX,Ultra Rare,$9.35 
Kyurem,Holo Rare,$0.26 
Leafeon V,Ultra Rare,$2.35 
Leafeon V (Full Art),Ultra Rare,$18.05 
Leafeon VMAX (Alternate Art Secret),Secret Rare,$150.70 
Lightning Energy (Secret),Secret Rare,$16.25 
Lillipup,Common,$0.03 
Lombre,Uncommon,$0.04 
Lucky Ice Pop,Uncommon,$0.13 
Luvdisc,Common,$0.03 
Lycanroc V (Full Art),Ultra Rare,$5.64 
Lycanroc VMAX (Secret),Secret Rare,$10.98 
Marshadow,Holo Rare,$0.26 
Medicham V (Alternate Full Art),Ultra Rare,$15.04 
Metal Energy (Secret),Secret Rare,$13.16 
Moon & Sun Badge,Uncommon,$0.05 
Noivern V,Ultra Rare,$1.15 
Noivern V (Full Art),Ultra Rare,$5.54 
Palpitoad,Uncommon,$0.04 
Pikachu,Common,$0.11 
Psyduck,Common,$0.03 
Pyroar,Uncommon,$0.05 
Raihan,Uncommon,$0.24 
Raihan (Secret),Secret Rare,$9.06 
Rayquaza V,Ultra Rare,$1.60 
Rayquaza V (Full Art),Ultra Rare,$15.08 
Rayquaza VMAX (Alternate Art Secret),Secret Rare,$232.37 
Regidrago,Holo Rare,$0.42 
Rescue Carrier,Uncommon,$0.20 
Ribombee,Uncommon,$0.05 
Rubber Gloves,Uncommon,$0.04 
Sableye,Common,$0.06 
Scrafty,Uncommon,$0.03 
Seedot,Common,$0.03 
Sharpedo,Rare,$0.10 
Shiftry,Rare,$0.10 
Single Strike Scroll of the Fanged Dragon,Uncommon,$0.04 
Slaking,Holo Rare,$0.23 
Smeargle,Rare,$0.08 
Spirit Mask,Uncommon,$0.05 
Stormy Mountains (Secret),Secret Rare,$9.15 
Suicune V,Ultra Rare,$3.42 
Swablu,Common,$0.05 
Swoobat,Uncommon,$0.03 
Sylveon V (Alternate Full Art),Ultra Rare,$57.45 
Sylveon VMAX,Ultra Rare,$4.27 
Sylveon VMAX (Secret),Secret Rare,$30.24 
Teddiursa,Common,$0.03 
Tentacruel,Uncommon,$0.03 
Toy Catcher,Uncommon,$0.04 
Treasure Energy,Uncommon,$0.04 
Trevenant V (Full Art),Ultra Rare,$4.95 
Trevenant VMAX (Secret),Secret Rare,$8.01 
Turffield Stadium (Secret),Secret Rare,$7.02 
Umbreon V,Ultra Rare,$3.58 
Umbreon V (Full Art),Ultra Rare,$26.69 
Umbreon VMAX (Alternate Art Secret),Secret Rare,$333.05 
Ursaring,Uncommon,$0.03 
Vaporeon VMAX,Ultra Rare,$4.46 
Vigoroth,Uncommon,$0.04 
Volcarona V (Full Art),Ultra Rare,$6.02 
Wobbuffet,Common,$0.07 
Zinnia's Resolve,Uncommon,$0.10 
Zinnia's Resolve (Secret),Secret Rare,$10.41 
Zorua,Common,$0.09 
Zygarde,Holo Rare,$0.28 
Abomasnow,Rare,$0.15 
Agatha (Full Art),Ultra Rare,$5.55 
Aggron,Rare,$0.14 
Aron,Common,$0.05 
Avery (Full Art),Ultra Rare,$5.11 
Banette,Rare,$0.10 
Blaziken V,Ultra Rare,$1.17 
Blaziken VMAX,Ultra Rare,$2.35 
Blaziken VMAX (Secret),Secret Rare,$15.79 
Blissey V (Alternate Full Art),Ultra Rare,$23.56 
Blitzle,Common,$0.03 
Brawly,Uncommon,$0.10 
Brawly (Secret),Secret Rare,$6.98 
Caitlin,Uncommon,$0.07 
Caitlin (Secret),Secret Rare,$11.70 
Castform Rainy Form,Common,$0.07 
Castform Sunny Form,Common,$0.04 
Celebi V (Full Art),Ultra Rare,$5.32 
Celebi VMAX (Secret),Secret Rare,$12.51 
Clobbopus,Common,$0.02 
Code Card - Chilling Reign 3 Pack Blister [Eevee],Code Card,$0.16 
Code Card - Chilling Reign Booster Pack,Code Card,$0.07 
Code Card - Chilling Reign Elite Trainer Box [Ice Rider Calyrex],Code Card,$0.38 
Code Card - Chilling Reign Pokemon Center Elite Trainer Box [Ice Rider Calyrex],Code Card,$0.05 
Code Card - Chilling Reign Premium Checklane Blister [Decidueye],Code Card,$0.23 
Code Card - Chilling Reign Single Pack Blister [Phanpy],Code Card,$0.18 
Code Card - Shadow Rider Calyrex V Box,Code Card,$0.67 
Crabrawler,Common,$0.02 
Crushing Gloves,Uncommon,$0.03 
Delibird,Common,$0.04 
Doctor,Uncommon,$0.04 
Doctor (Secret),Secret Rare,$8.35 
Dugtrio,Rare,$0.08 
Echoing Horn,Uncommon,$0.12 
Electrode (Secret),Secret Rare,$17.68 
Fan of Waves (Secret),Secret Rare,$9.67 
Fire-Resistant Gloves,Uncommon,$0.03 
Flannery,Uncommon,$0.06 
Flannery (Secret),Secret Rare,$8.68 
Fog Crystal (Secret),Secret Rare,$14.00 
Furfrou,Common,$0.03 
Galarian Articuno V (Alternate Full Art),Ultra Rare,$38.86 
Galarian Chestplate,Uncommon,$0.04 
Galarian Moltres V,Ultra Rare,$2.75 
Galarian Moltres V (Full Art),Ultra Rare,$17.06 
Galarian Rapidash V (Full Art),Ultra Rare,$9.77 
Galarian Sirfetch'd,Rare,$0.11 
Galarian Slowking V,Ultra Rare,$1.09 
Galarian Slowking V (Full Art),Ultra Rare,$5.86 
Galarian Slowking VMAX (Secret),Secret Rare,$8.77 
Galarian Weezing,Rare,$0.16 
Galarian Zapdos V,Ultra Rare,$1.60 
Galarian Zapdos V (Full Art),Ultra Rare,$13.59 
Gardevoir,Holo Rare,$0.56 
Gengar,Holo Rare,$0.69 
Golurk,Rare,$0.10 
Greedent,Holo Rare,$0.30 
Hatenna,Common,$0.03 
Hattrem,Uncommon,$0.04 
Heracross,Common,$0.04 
Honey (Full Art),Ultra Rare,$7.98 
Ice Rider Calyrex V (Alternate Full Art),Ultra Rare,$22.80 
Ice Rider Calyrex VMAX,Ultra Rare,$3.19 
Ice Rider Calyrex VMAX (Secret),Secret Rare,$11.66 
Inkay,Common,$0.08 
Justified Gloves,Uncommon,$0.03 
Karen's Conviction,Uncommon,$0.06 
Karen's Conviction (Secret),Secret Rare,$7.52 
Kirlia,Uncommon,$0.05 
Klara (Full Art),Ultra Rare,$25.50 
Koffing,Common,$0.06 
Lairon,Uncommon,$0.05 
Larvesta,Common,$0.04 
Ledyba,Common,$0.03 
Liepard V (Full Art),Ultra Rare,$2.68 
Lycanroc,Holo Rare,$0.33 
Mareep,Common,$0.08 
Melony (Full Art),Ultra Rare,$15.34 
Metagross V,Ultra Rare,$1.10 
Metagross VMAX,Ultra Rare,$2.52 
Old Cemetery,Uncommon,$0.14 
Path to the Peak,Uncommon,$0.33 
Peonia (Full Art),Ultra Rare,$15.30 
Peony,Uncommon,$0.09 
Peony (Secret),Secret Rare,$8.82 
Porygon2,Uncommon,$0.06 
Psychic Energy (Secret),Secret Rare,$16.00 
Raboot,Uncommon,$0.06 
Rapid Strike Scroll of the Skies,Uncommon,$0.04 
Rillaboom,Holo Rare,$0.36 
Rugged Helmet,Uncommon,$0.06 
Sandaconda V,Ultra Rare,$1.13 
Sandaconda VMAX,Ultra Rare,$2.82 
Sawsbuck,Rare,$0.09 
Scorbunny,Common,$0.03 
Seviper,Rare,$0.12 
Shadow Rider Calyrex V (Alternate Full Art),Ultra Rare,$23.91 
Shadow Rider Calyrex VMAX,Ultra Rare,$4.71 
Shadow Rider Calyrex VMAX (Secret),Secret Rare,$15.38 
Shuppet,Common,$0.03 
Siebold (Full Art),Ultra Rare,$4.87 
Single Strike Scroll of Piercing,Uncommon,$0.04 
Skwovet,Common,$0.04 
Sneasel,Common,$0.04 
Snorunt,Common,$0.06 
Sobble,Common,$0.32 
Spiral Energy,Uncommon,$0.19 
Steenee,Uncommon,$0.03 
Tapu Fini,Holo Rare,$0.32 
Thundurus,Holo Rare,$0.33 
Tornadus V,Ultra Rare,$0.94 
Tornadus V (Full Art),Ultra Rare,$4.29 
Tornadus VMAX (Secret),Secret Rare,$8.58 
Urn of Vitality (Secret),Secret Rare,$12.12 
Volcanion V,Ultra Rare,$1.10 
Volcarona,Rare,$0.15 
Water Energy (Secret),Secret Rare,$18.38 
Weeding Gloves,Uncommon,$0.03 
Weezing,Rare,$0.17 
Welcoming Lantern (Secret),Secret Rare,$4.55 
Zangoose,Rare,$0.12 
Zebstrika,Rare,$0.12 
Zeraora V (Alternate Full Art),Ultra Rare,$45.01 
Agatha,Uncommon,$0.04 
Agatha (Secret),Secret Rare,$6.82 
Ampharos,Rare,$0.12 
Avery,Uncommon,$0.11 
Avery (Secret),Secret Rare,$7.85 
Beedrill,Holo Rare,$2.06 
Blaziken V (Full Art),Ultra Rare,$5.87 
Blaziken VMAX (Alternate Art Secret),Secret Rare,$101.79 
Blissey V,Ultra Rare,$1.24 
Blissey V (Full Art),Ultra Rare,$7.22 
Bounsweet,Common,$0.03 
Brawly (Full Art),Ultra Rare,$3.55 
Bronzong (Secret),Secret Rare,$11.22 
Caitlin (Full Art),Ultra Rare,$17.92 
Castform,Common,$0.03 
Castform Snowy Form,Common,$0.04 
Celebi V,Ultra Rare,$1.14 
Celebi VMAX,Ultra Rare,$2.55 
Cinderace,Holo Rare,$0.35 
Cobalion,Holo Rare,$0.33 
Code Card - Chilling Reign 3 Pack Blister [Snorlax],Code Card,$0.23 
Code Card - Chilling Reign Build & Battle Box,Code Card,$0.43 
Code Card - Chilling Reign Elite Trainer Box [Shadow Rider Calyrex],Code Card,$0.43 
Code Card - Chilling Reign Premium Checklane Blister [Blaziken],Code Card,$0.21 
Code Card - Chilling Reign Single Pack Blister [Morpeko],Code Card,$0.11 
Code Card - Ice Rider Calyrex V Box,Code Card,$0.60 
Crabominable,Uncommon,$0.04 
Cresselia,Holo Rare,$0.57 
Deerling,Common,$0.02 
Diglett,Common,$0.02 
Doctor (Full Art),Ultra Rare,$9.62 
Drizzile,Uncommon,$0.04 
Dyna Tree Hill,Uncommon,$0.04 
Echoing Horn (Secret),Secret Rare,$7.01 
Expedition Uniform,Uncommon,$0.03 
Fighting Energy (Secret),Secret Rare,$11.97 
Flaaffy,Uncommon,$0.03 
Flannery (Full Art),Ultra Rare,$15.71 
Fog Crystal,Uncommon,$0.23 
Froslass,Holo Rare,$0.23 
Galarian Articuno V,Ultra Rare,$1.35 
Galarian Articuno V (Full Art),Ultra Rare,$12.07 
Galarian Farfetch'd,Common,$0.04 
Galarian Moltres V (Alternate Full Art),Ultra Rare,$102.48 
Galarian Rapidash V (Alternate Full Art),Ultra Rare,$30.11 
Galarian Runerigus,Holo Rare,$0.28 
Galarian Slowking,Holo Rare,$0.30 
Galarian Slowking V (Alternate Full Art),Ultra Rare,$24.23 
Galarian Slowking VMAX,Ultra Rare,$2.07 
Galarian Slowpoke,Common,$0.03 
Galarian Yamask,Common,$0.03 
Galarian Zapdos V (Alternate Full Art),Ultra Rare,$53.30 
Gallade,Rare,$0.14 
Gastly,Common,$0.03 
Golett,Common,$0.02 
Grapploct,Holo Rare,$0.23 
Grookey,Common,$0.04 
Hatterene,Holo Rare,$0.28 
Haunter,Uncommon,$0.04 
Honey,Uncommon,$0.02 
Ice Rider Calyrex V,Ultra Rare,$1.32 
Ice Rider Calyrex V (Full Art),Ultra Rare,$9.00 
Ice Rider Calyrex VMAX (Alternate Art Secret),Secret Rare,$42.90 
Impact Energy,Uncommon,$0.06 
Inteleon,Holo Rare,$4.66 
Kakuna,Uncommon,$0.05 
Karen's Conviction (Full Art),Ultra Rare,$12.06 
Kecleon,Rare,$0.13 
Klara,Uncommon,$0.16 
Klara (Secret),Secret Rare,$14.11 
Kubfu,Common,$0.05 
Lapras,Common,$0.05 
Ledian,Uncommon,$0.03 
Liepard V,Ultra Rare,$0.95 
Lucky Energy,Uncommon,$0.09 
Malamar,Rare,$0.79 
Melony,Uncommon,$0.24 
Melony (Secret),Secret Rare,$15.57 
Metagross V (Full Art),Ultra Rare,$3.65 
Metagross VMAX (Secret),Secret Rare,$10.84 
Passimian,Rare,$0.18 
Peonia,Uncommon,$0.07 
Peonia (Secret),Secret Rare,$10.92 
Peony (Full Art),Ultra Rare,$8.86 
Porygon,Common,$0.03 
Porygon-Z,Holo Rare,$0.36 
Qwilfish,Common,$0.05 
Ralts,Common,$0.05 
Rapid Strike Urshifu,Holo Rare,$0.39 
Rockruff,Common,$0.04 
Rugged Helmet (Secret),Secret Rare,$4.34 
Sandaconda V (Full Art),Ultra Rare,$2.25 
Sandaconda VMAX (Secret),Secret Rare,$6.96 
Scolipede,Rare,$0.14 
Sealeo,Uncommon,$0.03 
Shadow Rider Calyrex V,Ultra Rare,$1.76 
Shadow Rider Calyrex V (Full Art),Ultra Rare,$9.15 
Shadow Rider Calyrex VMAX (Alternate Art Secret),Secret Rare,$55.19 
Shaymin,Holo Rare,$0.26 
Siebold,Uncommon,$0.03 
Siebold (Secret),Secret Rare,$6.88 
Single Strike Urshifu,Holo Rare,$0.40 
Slurpuff,Rare,$0.12 
Snorlax (Secret),Secret Rare,$82.10 
Snover,Common,$0.03 
Spheal,Common,$0.03 
Spiritomb,Rare,$0.12 
Swirlix,Common,$0.03 
Tauros,Holo Rare,$0.30 
Thwackey,Uncommon,$0.06 
Tornadus V (Alternate Full Art),Ultra Rare,$19.36 
Tornadus VMAX,Ultra Rare,$1.58 
Tsareena,Rare,$0.09 
Venipede,Common,$0.02 
Volcanion V (Full Art),Ultra Rare,$2.55 
Walrein,Rare,$0.11 
Weavile,Holo Rare,$0.31 
Weedle,Common,$0.03 
Welcoming Lantern,Uncommon,$0.04 
Whirlipede,Uncommon,$0.03 
Zarude,Holo Rare,$0.59 
Zeraora V,Ultra Rare,$1.14 
Zeraora V (Full Art),Ultra Rare,$9.65 
Aegislash (107),Holo Rare,$0.26 
Baltoy,Common,$0.03 
Bisharp,Uncommon,$0.03 
Boltund,Rare,$0.16 
Bronzong,Holo Rare,$0.44 
Bruno,Uncommon,$0.06 
Bruno (Secret),Secret Rare,$7.72 
Cacnea,Common,$0.04 
Camping Gear,Uncommon,$0.06 
Carnivine,Uncommon,$0.03 
Cherrim,Holo Rare,$0.76 
Cheryl,Uncommon,$0.08 
Cheryl (Secret),Secret Rare,$12.72 
Claydol,Rare,$0.08 
Code Card - Battle Styles 3 Pack Blister [Eevee],Code Card,$0.16 
Code Card - Battle Styles Booster Pack,Code Card,$0.06 
Code Card - Battle Styles Elite Trainer Box [Rapid Strike Urshifu] (Blue),Code Card,$0.83 
Code Card - Battle Styles Single Pack Blister [Arrokuda],Code Card,$0.15 
Code Card - Galarian Rapidash V Box,Code Card,$0.49 
Code Card - Single Strike Urshifu V Box,Code Card,$1.03 
Code Card - V Strikers Tin [Empoleon V],Code Card,$0.33 
Conkeldurr,Rare,$0.12 
Corviknight V,Ultra Rare,$1.35 
Corviknight VMAX,Ultra Rare,$2.54 
Crawdaunt,Uncommon,$0.04 
Cubone,Common,$0.03 
Doublade,Uncommon,$0.03 
Durant,Uncommon,$0.12 
Electivire,Rare,$0.12 
Empoleon V,Ultra Rare,$0.95 
Empoleon V (Full Art),Ultra Rare,$4.74 
Entei,Holo Rare,$0.38 
Espurr,Common,$0.02 
Exp. Share (Secret),Secret Rare,$3.94 
Fan of Waves,Uncommon,$0.23 
Flapple V,Ultra Rare,$0.83 
Flapple VMAX,Ultra Rare,$1.77 
Fomantis,Common,$0.02 
Galarian Mr. Mime,Common,$0.04 
Galarian Slowbro,Rare,$0.14 
Glameow,Common,$0.03 
Gliscor,Uncommon,$0.03 
Grumpig,Uncommon,$0.03 
Heatmor,Uncommon,$0.02 
Honedge,Common,$0.05 
Houndoom,Holo Rare,$1.00 
Houndour,Common,$0.13 
Jellicent,Rare,$0.17 
Korrina's Focus,Uncommon,$0.09 
Korrina's Focus (Secret),Secret Rare,$7.98 
Kricketune V (Full Art),Ultra Rare,$4.05 
Level Ball (Secret),Secret Rare,$17.85 
Lickitung,Common,$0.02 
Luxio,Uncommon,$0.02 
Mankey,Common,$0.02 
Mawile,Common,$0.03 
Mienfoo,Common,$0.03 
Mimikyu V,Ultra Rare,$1.20 
Morpeko,Uncommon,$0.06 
Necrozma V,Ultra Rare,$1.11 
Octillery,Holo Rare,$0.70 
Onix,Common,$0.03 
Pachirisu,Common,$0.03 
Phoebe,Uncommon,$0.07 
Phoebe (Secret),Secret Rare,$10.51 
Primeape,Rare,$0.17 
Rapid Strike Energy,Uncommon,$0.10 
Rapid Strike Scroll of Swirls,Uncommon,$0.05 
Rapid Strike Style Mustard (Full Art),Ultra Rare,$2.52 
Rapid Strike Urshifu V,Ultra Rare,$1.64 
Rapid Strike Urshifu V (Full Art),Ultra Rare,$4.63 
Rapid Strike Urshifu VMAX (Alternate Art Secret),Secret Rare,$56.55 
Remoraid,Common,$0.11 
Salandit,Common,$0.05 
Sandaconda,Holo Rare,$0.25 
Seadra,Uncommon,$0.05 
Silicobra,Common,$0.02 
Single Strike Energy (Secret),Secret Rare,$8.98 
Single Strike Style Mustard,Uncommon,$0.10 
Single Strike Style Mustard (Secret),Secret Rare,$5.91 
Single Strike Urshifu V (Alternate Full Art),Ultra Rare,$15.04 
Single Strike Urshifu VMAX,Ultra Rare,$2.33 
Single Strike Urshifu VMAX (Secret),Secret Rare,$16.20 
Sordward & Shielbert,Uncommon,$0.04 
Spewpa,Uncommon,$0.03 
Steelix,Holo Rare,$0.39 
Stoutland V,Ultra Rare,$0.94 
Tapu Bulu,Holo Rare,$0.28 
Tapu Koko V (Full Art),Ultra Rare,$4.18 
Tapu Koko VMAX (Secret),Secret Rare,$10.38 
Timburr,Common,$0.02 
Tower of Darkness,Uncommon,$0.19 
Tyranitar V,Ultra Rare,$1.08 
Tyranitar V (Full Art),Ultra Rare,$6.62 
Victini V,Ultra Rare,$1.13 
Victini VMAX,Ultra Rare,$2.90 
Victreebel,Rare,$0.15 
Weepinbell,Uncommon,$0.03 
Zubat,Common,$0.04 
Aegislash (108),Rare,$0.10 
Bellsprout,Common,$0.03 
Blipbug,Common,$0.03 
Bouffalant,Uncommon,$0.04 
Bronzor,Common,$0.04 
Bruno (Full Art),Ultra Rare,$3.08 
Bruxish,Uncommon,$0.03 
Cacturne,Uncommon,$0.05 
Carkol,Uncommon,$0.03 
Centiskorch,Rare,$0.14 
Cherubi,Common,$0.05 
Cheryl (Full Art),Ultra Rare,$11.03 
Chimecho,Common,$0.04 
Coalossal,Holo Rare,$0.27 
Code Card - Battle Styles 3 Pack Blister [Jolteon],Code Card,$0.72 
Code Card - Battle Styles Build & Battle Box,Code Card,$0.93 
Code Card - Battle Styles Elite Trainer Box [Single Strike Urshifu] (Red),Code Card,$0.64 
Code Card - Battle Styles Single Pack Blister [Charmander],Code Card,$0.17 
Code Card - Rapid Strike Urshifu V Box,Code Card,$1.82 
Code Card - Spring 2021 Collector's Chest Tin,Code Card,$1.96 
Code Card - V Strikers Tin [Tyranitar V],Code Card,$0.63 
Corphish,Common,$0.03 
Corviknight V (Full Art),Ultra Rare,$3.91 
Corviknight VMAX (Secret),Secret Rare,$11.50 
Crobat,Holo Rare,$0.38 
Dottler,Uncommon,$0.04 
Drampa,Rare,$0.08 
Electabuzz,Common,$0.06 
Emboar,Holo Rare,$0.24 
Empoleon V (Alternate Full Art),Ultra Rare,$24.22 
Energy Recycler,Uncommon,$0.11 
Escape Rope,Uncommon,$0.13 
Exp. Share,Uncommon,$0.12 
Falinks,Rare,$0.11 
Fearow,Uncommon,$0.03 
Flapple V (Full Art),Ultra Rare,$3.84 
Flapple VMAX (Secret),Secret Rare,$7.16 
Frillish,Common,$0.03 
Galarian Mr. Rime,Rare,$0.13 
Galarian Slowpoke,Common,$0.05 
Gligar,Common,$0.02 
Golbat,Uncommon,$0.04 
Gurdurr,Uncommon,$0.03 
Honchkrow,Uncommon,$0.03 
Horsea,Common,$0.05 
Houndoom (Secret),Secret Rare,$22.04 
Indeedee,Uncommon,$0.06 
Kingdra,Holo Rare,$0.36 
Korrina's Focus (Full Art),Ultra Rare,$6.32 
Kricketune V,Ultra Rare,$1.13 
Level Ball,Uncommon,$0.26 
Lickilicky,Rare,$0.10 
Lurantis,Rare,$0.11 
Luxray,Holo Rare,$0.36 
Marowak,Rare,$0.11 
Meowstic,Holo Rare,$0.30 
Mienshao,Rare,$0.10 
Mimikyu V (Full Art),Ultra Rare,$8.37 
Murkrow,Common,$0.03 
Necrozma V (Full Art),Ultra Rare,$4.15 
Octillery (Secret),Secret Rare,$10.99 
Orbeetle,Holo Rare,$0.24 
Pawniard,Common,$0.04 
Phoebe (Full Art),Ultra Rare,$12.34 
Pignite,Uncommon,$0.05 
Purugly,Uncommon,$0.03 
Rapid Strike Energy (Secret),Secret Rare,$9.04 
Rapid Strike Style Mustard,Uncommon,$0.05 
Rapid Strike Style Mustard (Secret),Secret Rare,$6.26 
Rapid Strike Urshifu V (Alternate Full Art),Ultra Rare,$14.18 
Rapid Strike Urshifu VMAX,Ultra Rare,$3.07 
Rapid Strike Urshifu VMAX (Secret),Secret Rare,$14.61 
Rolycoly,Common,$0.04 
Salazzle,Rare,$0.16 
Scatterbug,Common,$0.04 
Shinx,Common,$0.02 
Single Strike Energy,Uncommon,$0.11 
Single Strike Scroll of Scorn,Uncommon,$0.04 
Single Strike Style Mustard (Full Art),Ultra Rare,$3.84 
Single Strike Urshifu V,Ultra Rare,$1.06 
Single Strike Urshifu V (Full Art),Ultra Rare,$4.94 
Single Strike Urshifu VMAX (Alternate Art Secret),Secret Rare,$28.67 
Sizzlipede,Common,$0.04 
Spearow,Common,$0.02 
Spoink,Common,$0.03 
Stonjourner,Rare,$0.16 
Stoutland V (Full Art),Ultra Rare,$2.71 
Tapu Koko V,Ultra Rare,$1.05 
Tapu Koko VMAX,Ultra Rare,$2.32 
Tepig,Common,$0.05 
Tool Jammer,Uncommon,$0.13 
Tower of Waters,Uncommon,$0.17 
Tyranitar V (Alternate Full Art),Ultra Rare,$73.66 
Urn of Vitality,Uncommon,$0.20 
Victini V (Full Art),Ultra Rare,$5.18 
Victini VMAX (Secret),Secret Rare,$11.54 
Vivillon,Rare,$0.08 
Yamper,Common,$0.03 
Bulbasaur,Promo,$1.39 
Chespin,Promo,$3.64 
Chimchar,Promo,$0.97 
Fennekin,Promo,$4.23 
Grookey,Promo,$2.61 
Mudkip,Promo,$0.82 
Pikachu,Promo,$7.23 
Popplio,Promo,$5.08 
Scorbunny,Promo,$3.58 
Sobble,Promo,$2.73 
Tepig,Promo,$0.79 
Totodile,Promo,$1.20 
Turtwig,Promo,$1.03 
Charmander,Promo,$1.53 
Chikorita,Promo,$1.10 
Cyndaquil,Promo,$1.57 
Froakie,Promo,$3.82 
Litten,Promo,$4.80 
Oshawott,Promo,$0.78 
Piplup,Promo,$0.70 
Rowlet,Promo,$4.40 
Snivy,Promo,$0.79 
